Fecha,Número de Vendedor,Número de cliente,Tipo,Departamento - Clave,Familia - Clave,Familia,Ventas Netas (Q),Costo,Año,Mes,Ventas Netas (USD),Costo (USD)
2015-01-01,7.0,66.0,Real,0021,328,TRATAMIENTO DE CONCRETO,31740.12,22046.54,2015,1,4232.016,2939.538666666667
2015-01-01,5.0,45.0,Real,0021,370,PINTURAS DECORATIVAS,2377.3,1761.3500000000001,2015,1,316.97333333333336,234.8466666666667
2015-01-01,8.0,75.0,Real,0021,371,BARNICES ARQUITECTÓNICOS,20422.48,13189.05,2015,1,2722.9973333333332,1758.54
2015-01-01,6.0,57.0,Real,0021,372,PINTURA AUTOMOTRIZ,719.8,668.4,2015,1,95.97333333333333,89.11999999999999
2015-01-01,7.0,62.0,Real,0021,376,TINTES PARA MADERA,15589.78,10835.03,2015,1,2078.6373333333336,1444.6706666666666
2015-01-01,2.0,20.0,Real,0021,751,"BROCHAS, RODILLOS Y BANDEJAS",216456.68,116269.20999999999,2015,1,28860.890666666666,15502.561333333333
2015-01-01,5.0,48.0,Real,0021,755,PINTURAS ARQUITECTÓNICAS,1729340.26,1253315.52,2015,1,230578.70133333333,167108.736
2015-01-01,1.0,46.0,Real,0021,756,"PINTURAS INDUSTRIALES, PROTECTORAS Y MA",329611.52,238980.14,2015,1,43948.20266666667,31864.018666666667
2015-01-01,1.0,14.0,Real,0021,757,ACABADOS PARA MADERA,90160.44,64186.48,2015,1,12021.392,8558.197333333334
2015-01-01,8.0,77.0,Real,0021,758,PINTURA EN SPRAY,158072.48,84473.02,2015,1,21076.33066666667,11263.069333333335
2015-01-01,6.0,51.0,Real,0021,759,PREPARADORES DE SUPERFICIE ARQUITECTÓNI,114181.26,80830.87,2015,1,15224.168,10777.449333333332
2015-01-01,1.0,74.0,Real,0021,760,DECORACIÓN,10790.87,10033.570000000002,2015,1,1438.7826666666667,1337.8093333333336
2015-01-01,5.0,50.0,Real,0021,762,HERRAMIENTAS Y ACCESORIOS PARA PINTAR,255852.73,145892.06,2015,1,34113.69733333334,19452.274666666668
2015-01-01,1.0,74.0,Real,0022,303,PLACAS Y MECANISMOS ELECTRICOS,170928.0,94795.76,2015,1,22790.4,12639.434666666666
2015-01-01,1.0,4.0,Real,0022,949,LINTERNAS,253595.86,144972.00999999998,2015,1,33812.78133333333,19329.601333333332
2015-01-01,1.0,74.0,Real,0022,950,BATERIAS Y CARGADORES,310133.01,187987.69,2015,1,41351.068,25065.025333333335
2015-01-01,1.0,68.0,Real,0022,951,ILUMINACIÓN,1941116.85,1171062.08,2015,1,258815.58000000002,156141.61066666667
2015-01-01,3.0,21.0,Real,0022,952,LAMPARAS,118110.71,62182.14000000001,2015,1,15748.094666666668,8290.952000000001
2015-01-01,2.0,11.0,Real,0022,953,EXTENSIONES Y PROTECTORES DE CORRIENTE,412632.49,225308.93,2015,1,55017.66533333333,30041.190666666665
2015-01-01,1.0,6.0,Real,0022,954,CABLES/ALAMBRES,108779.77,64191.4,2015,1,14503.969333333334,8558.853333333334
2015-01-01,6.0,58.0,Real,0022,955,ACCESORIOS PARA CABLES/ALAMBRES,103799.65,44783.45,2015,1,13839.953333333333,5971.126666666666
2015-01-01,1.0,68.0,Real,0022,956,"ESPIGAS, TOMAS DE PENDULO Y COVERTIDORE",38352.95,20149.709999999995,2015,1,5113.7266666666665,2686.6279999999992
2015-01-01,7.0,61.0,Real,0022,957,TIMERS Y CONTROLES INTELIGENTES,16737.45,9000.1,2015,1,2231.6600000000003,1200.0133333333333
2015-01-01,5.0,49.0,Real,0022,958,FLIPONES Y CAJAS DE DISTRIBUCIÓN,25772.59,17039.65,2015,1,3436.345333333333,2271.9533333333334
2015-01-01,1.0,74.0,Real,0022,959,"CAJAS ELÉCTRICAS, TUBERÍAS Y ACCESORIOS",25533.92,12889.749999999998,2015,1,3404.5226666666663,1718.633333333333
2015-01-01,1.0,68.0,Real,0022,960,HERRAMIENTAS Y ACCESORIOS PARA TRABAJO,200938.94,103585.43000000001,2015,1,26791.858666666667,13811.390666666668
2015-01-01,1.0,59.0,Real,0023,305,ACCESORIOS PARA HERRAMIENTAS NEUMATICAS,6397.6,3353.34,2015,1,853.0133333333334,447.112
2015-01-01,1.0,47.0,Real,0023,686,HERRAMIENTAS NEUMÁTICAS,15987.21,8931.31,2015,1,2131.6279999999997,1190.8413333333333
2015-01-01,8.0,82.0,Real,0023,687,HERRAMIENTAS PARA SOLDAR,115135.16,63253.270000000004,2015,1,15351.354666666668,8433.769333333334
2015-01-01,1.0,10.0,Real,0023,716,HERRAMIENTA ELÉCTRICA,1006667.95,674478.77,2015,1,134222.39333333334,89930.50266666667
2015-01-01,1.0,14.0,Real,0023,717,ACCESORIOS PARA HERRAMIENTAS ELÉCTRICAS,432235.18,228552.84,2015,1,57631.35733333333,30473.712
2015-01-01,1.0,47.0,Real,0023,718,HERRAMIENTAS ESTACIONARIAS,61748.22,36182.41,2015,1,8233.096,4824.321333333334
2015-01-01,1.0,6.0,Real,0023,719,HERRAMIENTA MANUAL PARA CONSTRUCCIÓN,53347.08,31403.320000000003,2015,1,7112.944,4187.109333333334
2015-01-01,7.0,63.0,Real,0023,720,HERRAMIENTA MANUAL PARA CORTAR,125792.81,62750.09,2015,1,16772.374666666667,8366.678666666667
2015-01-01,1.0,59.0,Real,0023,722,HERRAMIENTA MANUAL PARA MEDIR Y MARCAR,86915.97,46642.33,2015,1,11588.796,6218.977333333333
2015-01-01,5.0,46.0,Real,0023,723,HERRAMIENTA MANUAL PARA UNIR / PEGAR,70574.36,37568.18,2015,1,9409.914666666667,5009.090666666667
2015-01-01,3.0,22.0,Real,0023,724,CAJAS DE HERRAMIENTAS Y ORGANIZADORES,206367.67,114467.22000000002,2015,1,27515.689333333336,15262.296000000002
2015-01-01,5.0,41.0,Real,0023,961,GENERADORES DE ENERGÍA,11158.98,8023.69,2015,1,1487.864,1069.8253333333332
2015-01-01,1.0,68.0,Real,0024,962,GRIFERÍA,534220.11,300137.6,2015,1,71229.348,40018.346666666665
2015-01-01,2.0,18.0,Real,0024,963,EMPAQUES,9100.83,4046.66,2015,1,1213.444,539.5546666666667
2015-01-01,1.0,68.0,Real,0024,964,"TUBERÍA, CONEXIONES Y DRENAJE",447723.18,226192.21,2015,1,59696.424,30158.961333333333
2015-01-01,1.0,14.0,Real,0024,971,CALENTADORES DE AGUA,1234339.36,816669.2200000001,2015,1,164578.58133333334,108889.22933333335
2015-01-01,5.0,44.0,Real,0024,972,HERRAMIENTAS DE PLOMERÍA,39603.62,19220.850000000002,2015,1,5280.482666666667,2562.78
2015-01-01,1.0,68.0,Real,0024,973,LLAVES,184206.95,102142.20000000001,2015,1,24560.92666666667,13618.960000000001
2015-01-01,8.0,83.0,Real,0024,974,DESAGÜE Y ACCESORIOS,177661.03,94296.45999999999,2015,1,23688.137333333332,12572.861333333332
2015-01-01,1.0,59.0,Real,0024,980,BOMBAS DE AGUA,113875.03,69468.75,2015,1,15183.337333333333,9262.5
2015-01-01,1.0,59.0,Real,0024,984,FILTROS,25742.32,14827.81,2015,1,3432.309333333333,1977.0413333333333
2015-01-01,7.0,66.0,Real,0024,985,LAVATRASTOS,80284.24,52217.520000000004,2015,1,10704.565333333334,6962.336
2015-01-01,7.0,66.0,Real,0024,986,SECADORES Y EXTRACTORES DE BAÑO,14071.07,7696.25,2015,1,1876.1426666666666,1026.1666666666667
2015-01-01,8.0,73.0,Real,0024,987,MUEBLES Y ESPEJOS,43397.19,26651.210000000003,2015,1,5786.292,3553.494666666667
2015-01-01,4.0,35.0,Real,0025,682,DECORACIÓN DE AUTOS,3318.77,1616.1,2015,1,442.50266666666664,215.48
2015-01-01,4.0,31.0,Real,0025,683,REPUESTOS DE AUTOS,326332.46,218251.10000000003,2015,1,43510.99466666667,29100.14666666667
2015-01-01,1.0,1.0,Real,0025,965,SEGURIDAD AUTOMOTRIZ,56773.92,25966.1,2015,1,7569.856,3462.1466666666665
2015-01-01,2.0,20.0,Real,0025,993,ACCESORIOS DE AUTOS,238499.64,107361.92000000001,2015,1,31799.952,14314.92266666667
2015-01-01,1.0,8.0,Real,0025,994,COBERTORES,92362.81,50559.939999999995,2015,1,12315.041333333333,6741.325333333332
2015-01-01,1.0,3.0,Real,0025,995,HERRAMIENTAS PARA VEHÍCULOS,321890.98,182512.93999999997,2015,1,42918.79733333333,24335.058666666664
2015-01-01,7.0,65.0,Real,0025,996,ILUMINACIÓN,49599.16,22812.260000000002,2015,1,6613.221333333334,3041.634666666667
2015-01-01,1.0,47.0,Real,0025,997,PORTAEQUIPAJE Y CARGA,50685.77,20426.889999999996,2015,1,6758.102666666667,2723.585333333333
2015-01-01,4.0,39.0,Real,0025,998,LIMPIEZA Y MANTENIMIENTO,1363360.86,899877.8200000001,2015,1,181781.448,119983.70933333335
2015-01-01,7.0,66.0,Real,0025,999,"PEGAMENTOS, SELLADORES Y SILICONES",44104.37,20815.730000000003,2015,1,5880.582666666667,2775.430666666667
2015-01-01,2.0,19.0,Real,0026,545,ACEITES Y LUBRICANTES USO GENERAL,57765.86,27299.3,2015,1,7702.114666666666,3639.9066666666668
2015-01-01,1.0,6.0,Real,0026,705,CANDADOS,358383.28,172223.12000000002,2015,1,47784.437333333335,22963.08266666667
2015-01-01,1.0,74.0,Real,0026,706,FIJACIÓN,240952.01,108210.92000000001,2015,1,32126.934666666668,14428.122666666668
2015-01-01,8.0,73.0,Real,0026,707,ACCESORIOS DE FIJACIÓN,11761.36,4596.080000000001,2015,1,1568.1813333333334,612.8106666666667
2015-01-01,1.0,59.0,Real,0026,708,ACCESORIOS PARA MUEBLES,209150.62,87039.9,2015,1,27886.749333333333,11605.32
2015-01-01,1.0,74.0,Real,0026,710,SEÑALIZACIÓN,71843.65,38439.619999999995,2015,1,9579.153333333332,5125.282666666666
2015-01-01,1.0,14.0,Real,0026,711,ACCESORIOS DE SEGURIDAD,111545.71,71498.06,2015,1,14872.761333333334,9533.074666666666
2015-01-01,1.0,7.0,Real,0026,712,RODOS,39286.37,18520.920000000002,2015,1,5238.182666666667,2469.456
2015-01-01,1.0,59.0,Real,0026,713,ORGANIZADORES,177343.66,96205.19,2015,1,23645.821333333333,12827.358666666667
2015-01-01,1.0,59.0,Real,0026,714,ZÓCALOS Y PROTECTORES,39562.65,19987.74,2015,1,5275.02,2665.032
2015-01-01,1.0,59.0,Real,0026,715,ACCESORIOS DE MEDICIÓN,1483.66,976.48,2015,1,197.82133333333334,130.19733333333335
2015-01-01,1.0,74.0,Real,0026,967,"LAZOS, CADENAS, CABLES Y ALAMBRES",107962.61,44729.3,2015,1,14395.014666666666,5963.906666666667
2015-01-01,1.0,14.0,Real,0026,968,CERRADURAS,356802.69,224923.98,2015,1,47573.692,29989.864
2015-01-01,1.0,2.0,Real,0026,983,"ACCESORIOS PARA LAZOS, CADENAS, CABLES",21325.1,9269.759999999998,2015,1,2843.3466666666664,1235.9679999999998
2015-01-01,1.0,47.0,Real,0027,689,"INSECTICIDAS, FUNGICIDAS Y TRAMPAS",26718.78,16590.82,2015,1,3562.504,2212.1093333333333
2015-01-01,1.0,8.0,Real,0027,700,FERTILIZANTES Y CUBRESUELOS,80009.43,48122.18999999999,2015,1,10667.923999999999,6416.291999999999
2015-01-01,5.0,42.0,Real,0027,701,RIEGO DE JARDÍN,612327.49,286985.66,2015,1,81643.66533333334,38264.75466666666
2015-01-01,5.0,44.0,Real,0027,702,HERRAMIENTAS DE JARDÍN,201964.14,107077.45000000001,2015,1,26928.552000000003,14276.993333333336
2015-01-01,6.0,58.0,Real,0027,703,ILUMINACIÓN EXTERIOR,81791.03,52989.0,2015,1,10905.470666666666,7065.2
2015-01-01,8.0,85.0,Real,0027,704,MAQUINARIA DE JARDÍN,344742.7,227673.37,2015,1,45965.693333333336,30356.449333333334
2015-01-01,6.0,51.0,Real,0027,800,ACCESORIOS PARA JARDÍN,260536.61,149794.32,2015,1,34738.21466666667,19972.576
2015-01-01,4.0,34.0,Real,0028,379,ACCESORIOS DE NATACION,749.94,415.06000000000006,2015,1,99.992,55.34133333333334
2015-01-01,8.0,73.0,Real,0028,559,CAMPING ACCESORIOS,214770.92,121447.39000000001,2015,1,28636.12266666667,16192.985333333336
2015-01-01,2.0,18.0,Real,0028,587,CAMPING COCINA,2211.99,952.3899999999999,2015,1,294.93199999999996,126.98533333333332
2015-01-01,1.0,74.0,Real,0028,588,EXPLORADOR SUPERVIVENCIA,18603.88,7185.3200000000015,2015,1,2480.5173333333337,958.0426666666668
2015-01-01,1.0,74.0,Real,0028,589,EXPLORADOR SALUD Y SEGURIDAD,1662.36,960.8299999999999,2015,1,221.648,128.11066666666665
2015-01-01,8.0,76.0,Real,0028,740,CHURRAQUERAS Y ACCESORIOS,217233.25,129089.62,2015,1,28964.433333333334,17211.949333333334
2015-01-01,2.0,15.0,Real,0028,741,UTENSILIOS PARA BBQ,20573.85,9957.319999999998,2015,1,2743.18,1327.6426666666664
2015-01-01,1.0,14.0,Real,0028,742,CALENTADORES DE AMBIENTE,39976.07,26164.309999999998,2015,1,5330.142666666667,3488.5746666666664
2015-01-01,1.0,47.0,Real,0028,743,PISCINAS,1642.65,821.6000000000001,2015,1,219.02,109.54666666666668
2015-01-01,3.0,25.0,Real,0028,744,INFLABLES PARA PISCINA,6909.94,2236.21,2015,1,921.3253333333333,298.16133333333335
2015-01-01,3.0,28.0,Real,0028,745,"JUEGOS, DEPORTES Y ACCESORIOS",27617.5,15943.03,2015,1,3682.3333333333335,2125.7373333333335
2015-01-01,1.0,3.0,Real,0028,898,EQUIPO DE EJERCICIO,1223.13,754.47,2015,1,163.084,100.596
2015-01-01,1.0,68.0,Real,0028,969,CAMPING MOBILIARIO,178803.89,94203.33000000002,2015,1,23840.518666666667,12560.444000000001
2015-01-01,1.0,14.0,Real,0028,970,MANTENIMIENTO PARA PISCINA,1566.63,714.9700000000001,2015,1,208.88400000000001,95.32933333333335
2015-01-01,1.0,68.0,Real,0030,300,HIGIENE DE MANOS,151209.15,109120.73,2015,1,20161.219999999998,14549.430666666665
2015-01-01,1.0,68.0,Real,0030,304,INSTITUCIONALES,171623.63,120348.15,2015,1,22883.15066666667,16046.42
2015-01-01,1.0,8.0,Real,0030,731,BASURA Y RECICLAJE,22550.26,13987.789999999999,2015,1,3006.701333333333,1865.0386666666666
2015-01-01,1.0,14.0,Real,0030,732,HERRAMIENTAS Y ACCESORIOS PARA LIMPIEZA,418459.56,219454.78,2015,1,55794.608,29260.637333333332
2015-01-01,1.0,59.0,Real,0030,733,LIMPIEZA Y CUIDADO DEL HOGAR,544592.52,357416.62,2015,1,72612.336,47655.549333333336
2015-01-01,1.0,14.0,Real,0030,734,"JABONES, SUAVIZANTES Y QUITAMANCHAS",464424.9,354723.19,2015,1,61923.32,47296.42533333333
2015-01-01,1.0,51.0,Real,0030,735,SELLADORES Y ABRILLANTADORES,36707.34,23011.639999999996,2015,1,4894.312,3068.218666666666
2015-01-01,1.0,47.0,Real,0030,736,DESODORANTES Y DESHUMIDIFICADORES,383580.67,287200.56,2015,1,51144.08933333333,38293.408
2015-01-01,8.0,75.0,Real,0030,738,CONTROL DE PLAGAS,105638.04,65396.66999999999,2015,1,14085.071999999998,8719.555999999999
2015-01-01,1.0,59.0,Real,0058,966,BASES SOPORTES Y ACCESORIOS,191842.98,102883.27,2015,1,25579.064000000002,13717.769333333334
2015-01-01,4.0,33.0,Real,0058,981,TELÉFONOS Y WALKIE TALKIE,192146.09,120965.48,2015,1,25619.478666666666,16128.730666666666
2015-01-01,8.0,80.0,Real,0058,982,ACCESORIOS DE COMPUTACIÓN,148367.08,90778.00999999998,2015,1,19782.27733333333,12103.734666666664
2015-01-01,8.0,76.0,Real,0058,988,AUDIO Y SONIDO PARA EL HOGAR,180527.66,118793.29000000001,2015,1,24070.354666666666,15839.105333333335
2015-01-01,1.0,3.0,Real,0058,989,TV Y VIDEO,588292.38,457839.13,2015,1,78438.984,61045.217333333334
2015-01-01,8.0,73.0,Real,2247,748,BAÑO,44217.74,25749.019999999997,2015,1,5895.698666666666,3433.202666666666
2015-01-01,1.0,47.0,Real,2247,975,SEGURIDAD PARA BEBÉS,81.22,40.519999999999996,2015,1,10.829333333333333,5.402666666666666
2015-01-01,1.0,28.0,Real,2247,976,LÁMPARAS Y ACCESORIOS,85244.32,48653.670000000006,2015,1,11365.909333333335,6487.156000000001
2015-01-01,1.0,14.0,Real,2247,979,ALARMAS Y SISTEMAS DE VIDEO,47358.53,27636.87,2015,1,6314.470666666666,3684.9159999999997
2015-01-01,8.0,76.0,Real,2248,208,PERROS ADIESTRAMIENTO Y EDUCACION,34684.55,15485.320000000003,2015,1,4624.6066666666675,2064.7093333333337
2015-01-01,6.0,60.0,Real,2248,377,PERROS ENTRETENIMIENTO,22987.25,9384.69,2015,1,3064.9666666666667,1251.2920000000001
2015-01-01,1.0,9.0,Real,2248,378,PERROS GROOMING E HIGIENE,46889.37,23206.74,2015,1,6251.916,3094.2320000000004
2015-01-01,1.0,15.0,Real,2248,691,"PERROS TRANSPORTE, CAMAS Y CASAS",83330.29,43951.84,2015,1,11110.705333333333,5860.245333333333
2015-01-01,1.0,68.0,Real,2248,763,PERROS ALIMENTACION,220642.72,165634.07,2015,1,29419.029333333332,22084.542666666668
2015-01-01,4.0,38.0,Real,2248,765,AVES,19937.03,11716.009999999998,2015,1,2658.2706666666663,1562.1346666666664
2015-01-01,1.0,26.0,Real,2248,767,"HAMSTER, CONEJOS, REPTILES",245.97,148.48000000000002,2015,1,32.796,19.797333333333334
2015-01-01,1.0,68.0,Real,2248,768,GATOS,29654.44,13324.55,2015,1,3953.925333333333,1776.6066666666666
2015-01-01,1.0,47.0,Real,2248,897,PERRO LIMPIEZA Y REMOCION DE OLORES,9920.74,5212.74,2015,1,1322.7653333333333,695.0319999999999
2015-01-01,1.0,59.0,Real,0002,776,EDREDONES Y DUVETS,590650.36,332105.99,2015,1,78753.38133333334,44280.79866666666
2015-01-01,6.0,55.0,Real,0002,777,ROPA DE CAMA,1219492.43,622693.74,2015,1,162598.99066666665,83025.832
2015-01-01,1.0,59.0,Real,0002,778,ALMOHADAS Y COLCHONES,720895.76,377201.83,2015,1,96119.43466666667,50293.577333333335
2015-01-01,1.0,68.0,Real,0003,600,ESTUFAS ELÉCTRICAS,57331.28,35168.18,2015,1,7644.170666666667,4689.090666666667
2015-01-01,8.0,87.0,Real,0003,601,OLLAS,141483.89,75111.90000000001,2015,1,18864.518666666667,10014.920000000002
2015-01-01,1.0,6.0,Real,0003,602,PLANCHAS PARA ROPA,350043.62,214007.19,2015,1,46672.48266666666,28534.292
2015-01-01,1.0,47.0,Real,0003,604,ASPIRADORAS Y CUIDADO DE PISO,319724.74,183455.78999999998,2015,1,42629.96533333333,24460.771999999997
2015-01-01,8.0,71.0,Real,0003,606,DISPENSADORES D/AGUA,55400.96,29434.3,2015,1,7386.794666666667,3924.5733333333333
2015-01-01,1.0,74.0,Real,0003,607,ESPECIALIDADES/OTROS ELECTRODOMESTICOS,164550.52,97784.40999999999,2015,1,21940.069333333333,13037.921333333332
2015-01-01,5.0,44.0,Real,0003,608,UTENSILIOS ELÉCTRICOS,13243.69,8169.900000000001,2015,1,1765.8253333333334,1089.3200000000002
2015-01-01,4.0,33.0,Real,0003,793,CAFÉ Y TÉ,633323.22,396376.01,2015,1,84443.09599999999,52850.134666666665
2015-01-01,3.0,23.0,Real,0003,794,LICUADORAS,441508.06,251168.75,2015,1,58867.74133333333,33489.166666666664
2015-01-01,8.0,71.0,Real,0003,795,BATIDORAS,110175.1,65025.590000000004,2015,1,14690.013333333334,8670.078666666666
2015-01-01,3.0,29.0,Real,0003,796,EXPRIMIDORES Y EXTRACTORES,121616.01,70857.23,2015,1,16215.467999999999,9447.630666666666
2015-01-01,8.0,77.0,Real,0003,797,PROCESADORES DE COMIDA,81736.57,50230.69,2015,1,10898.209333333334,6697.425333333334
2015-01-01,1.0,14.0,Real,0003,798,HORNOS Y TOSTADORES,708810.75,492073.33999999997,2015,1,94508.1,65609.77866666667
2015-01-01,3.0,26.0,Real,0003,799,PARRILLAS Y SARTENES,49800.09,28924.309999999998,2015,1,6640.012,3856.5746666666664
2015-01-01,1.0,68.0,Real,0004,610,CUBERTERÍA Y COMPLEMENTOS,143715.85,61138.91,2015,1,19162.113333333335,8151.854666666667
2015-01-01,1.0,47.0,Real,0004,612,PARA SERVIR,98269.27,51905.64000000001,2015,1,13102.569333333335,6920.752000000001
2015-01-01,3.0,29.0,Real,0004,668,ARTÍCULOS DE BAR,14227.27,6442.790000000001,2015,1,1896.9693333333335,859.0386666666668
2015-01-01,1.0,47.0,Real,0004,789,TEXTIL COCINA,52929.13,35472.53999999999,2015,1,7057.217333333333,4729.672
2015-01-01,3.0,25.0,Real,0005,287,Refractarios,1419.25,536.36,2015,1,189.23333333333332,71.51466666666667
2015-01-01,5.0,44.0,Real,0005,650,UTENSILIOS PARA REPOSTERÍA,90668.55,50416.23,2015,1,12089.140000000001,6722.164000000001
2015-01-01,6.0,52.0,Real,0005,651,COMESTIBLES PARA DECORAR,124.98,59.97,2015,1,16.664,7.9959999999999996
2015-01-01,6.0,53.0,Real,0005,779,UTENSILIOS PARA HORNEAR,352677.79,188038.83999999997,2015,1,47023.70533333333,25071.845333333327
2015-01-01,1.0,47.0,Real,0005,781,UTENSILIOS PARA COCINAR,1705943.41,991160.72,2015,1,227459.1213333333,132154.76266666668
2015-01-01,1.0,47.0,Real,0005,782,ALMACENAMIENTO / DESPENSA,335800.24,196402.97999999998,2015,1,44773.365333333335,26187.064
2015-01-01,1.0,68.0,Real,0005,783,SAL Y PIMIENTA,26976.12,17631.79,2015,1,3596.816,2350.9053333333336
2015-01-01,1.0,25.0,Real,0005,784,TOP DE COCINA,12816.58,7888.37,2015,1,1708.8773333333334,1051.7826666666667
2015-01-01,1.0,60.0,Real,0005,785,TÉ Y CAFÉ,592727.99,302928.81,2015,1,79030.39866666666,40390.508
2015-01-01,1.0,74.0,Real,0005,787,ENSALADA,16312.26,11699.44,2015,1,2174.968,1559.9253333333334
2015-01-01,1.0,19.0,Real,0005,791,LIBROS DE COCINA,9380.51,4513.42,2015,1,1250.7346666666667,601.7893333333334
2015-01-01,8.0,82.0,Real,0005,792,CUCHILLOS Y TIJERAS,232835.35,123876.55,2015,1,31044.713333333333,16516.873333333333
2015-01-01,1.0,68.0,Real,0005,869,UTENSILIOS PARA BAR,15520.61,10371.43,2015,1,2069.4146666666666,1382.8573333333334
2015-01-01,2.0,13.0,Real,0008,241,Accesorios,40.13,25.89,2015,1,5.350666666666667,3.452
2015-01-01,1.0,55.0,Real,0008,669,PRIMEROS AUXILIOS,6457.17,3473.29,2015,1,860.956,463.1053333333333
2015-01-01,5.0,48.0,Real,0008,772,"TOALLAS, ALFOMBRAS Y CORTINAS DE BAÑO",1369710.35,705025.79,2015,1,182628.0466666667,94003.43866666667
2015-01-01,1.0,14.0,Real,0008,773,CUIDADO PERSONAL,934497.2,543309.8099999999,2015,1,124599.62666666666,72441.30799999999
2015-01-01,6.0,52.0,Real,0008,774,ACCESORIOS DE BAÑO,670614.56,295768.9000000001,2015,1,89415.27466666668,39435.85333333335
2015-01-01,7.0,66.0,Real,0008,819,VESTUARIO,65347.07,38072.380000000005,2015,1,8712.942666666666,5076.317333333334
2015-01-01,8.0,86.0,Real,0009,380,BASURA Y RECICLAJE,335834.48,172875.21,2015,1,44777.93066666667,23050.028
2015-01-01,1.0,47.0,Real,0009,412,Closets,595.66,263.78999999999996,2015,1,79.42133333333332,35.172
2015-01-01,1.0,47.0,Real,0009,413,Lavandería,2047.93,841.4300000000001,2015,1,273.05733333333336,112.19066666666667
2015-01-01,5.0,44.0,Real,0009,414,Contenedores,439.06,249.43,2015,1,58.541333333333334,33.257333333333335
2015-01-01,5.0,48.0,Real,0009,416,Papel Contact,312.42,142.74,2015,1,41.656,19.032
2015-01-01,1.0,74.0,Real,0009,432,Plásticos p/Mesa/Escolar,6.24,3.95,2015,1,0.8320000000000001,0.5266666666666667
2015-01-01,5.0,43.0,Real,0009,642,LAVANDERÍA,322055.21,145764.90000000002,2015,1,42940.69466666667,19435.320000000003
2015-01-01,1.0,68.0,Real,0009,643,CLOSET,696905.38,322893.42,2015,1,92920.71733333333,43052.456
2015-01-01,1.0,68.0,Real,0009,644,OFICINA,165069.97,91666.06,2015,1,22009.329333333335,12222.141333333333
2015-01-01,4.0,39.0,Real,0009,645,ORGANIZACION COCINA,663682.69,342383.5999999999,2015,1,88491.02533333332,45651.14666666665
2015-01-01,1.0,36.0,Real,0009,646,FOOD-ON-THE-GO,1413677.28,900973.22,2015,1,188490.304,120129.76266666666
2015-01-01,1.0,8.0,Real,0009,647,BAÑO,1611.55,807.3399999999999,2015,1,214.87333333333333,107.64533333333333
2015-01-01,7.0,65.0,Real,0009,648,ALMACENAJE Y ORGANIZACIÓN,1470929.15,812626.1299999999,2015,1,196123.88666666666,108350.15066666665
2015-01-01,6.0,54.0,Real,0009,649,ARTICULOS DE VIAJE,1148748.04,696824.18,2015,1,153166.40533333333,92909.89066666667
2015-01-01,7.0,66.0,Real,0009,947,Escolar,8372.66,5667.29,2015,1,1116.3546666666666,755.6386666666666
2015-01-01,5.0,44.0,Real,0010,690,COMBOS DE LÁMPARAS,63665.96,25751.17,2015,1,8488.794666666667,3433.489333333333
2015-01-01,1.0,47.0,Real,0010,725,LÁMPARAS DE MESA,626907.83,326475.93999999994,2015,1,83587.71066666667,43530.12533333332
2015-01-01,1.0,74.0,Real,0010,726,LÁMPARAS DE PIE,103868.18,54373.17999999999,2015,1,13849.090666666665,7249.757333333332
2015-01-01,1.0,29.0,Real,0010,727,LÁMPARAS DE PARED,101615.62,40863.28999999999,2015,1,13548.749333333333,5448.438666666666
2015-01-01,8.0,84.0,Real,0010,728,LÁMPARAS DE TECHO,662362.29,294298.92000000004,2015,1,88314.97200000001,39239.85600000001
2015-01-01,5.0,42.0,Real,0010,729,LÁMPARAS DE EXTERIOR,77921.6,34037.520000000004,2015,1,10389.546666666667,4538.336
2015-01-01,8.0,84.0,Real,0010,730,ACCESORIOS Y REPUESTOS PARA LÁMPARAS,18065.22,10631.0,2015,1,2408.6960000000004,1417.4666666666667
2015-01-01,5.0,46.0,Real,0015,769,ALFOMBRAS DE EXTERIOR,179562.22,83338.03,2015,1,23941.629333333334,11111.737333333333
2015-01-01,1.0,14.0,Real,0015,770,ALFOMBRAS DE ÁREA,604469.48,284390.61,2015,1,80595.93066666667,37918.748
2015-01-01,1.0,14.0,Real,0015,771,COMPLEMENTOS DE ALFOMBRAS,12437.81,6343.049999999999,2015,1,1658.3746666666666,845.7399999999999
2015-01-01,8.0,73.0,Real,0042,107,PERSIANAS,160680.5,77526.24,2015,1,21424.066666666666,10336.832
2015-01-01,1.0,74.0,Real,0042,108,GALERIAS,294252.83,114894.74000000002,2015,1,39233.710666666666,15319.29866666667
2015-01-01,8.0,80.0,Real,0042,655,CORTINAS,674312.73,268735.18,2015,1,89908.364,35831.35733333333
2015-01-01,1.0,14.0,Real,0059,408,Mueble Plastico P/J,678.49,371.37,2015,1,90.46533333333333,49.516
2015-01-01,1.0,47.0,Real,0059,617,"SILLAS, BANCAS Y BANCOS DE EXTERIOR",58127.78,31747.73,2015,1,7750.370666666667,4233.030666666667
2015-01-01,3.0,26.0,Real,0059,618,MUEBLES DE EXTERIOR,83152.28,38729.72,2015,1,11086.970666666666,5163.962666666667
2015-01-01,4.0,40.0,Real,0059,619,"TOLDOS, SOMBRILLAS Y LONAS",79139.55,33747.97,2015,1,10551.94,4499.729333333334
2015-01-01,7.0,62.0,Real,0059,620,ACCESORIOS PARA MUEBLES DE EXTERIOR,1232.1,771.3,2015,1,164.28,102.83999999999999
